SENARAI SEKOLAH RENDAH DAN MENENGAH SEPERTI PADA 31 JANUARI 2020,,,,,,,,,,,,,,,,,,,,
BIL,NEGERI,PPD,PERINGKAT,JENIS/LABEL,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,BANTUAN,MURID,GURU,PRASEKOLAH,INTEGRASI,KOORDINATXX,KOORDINATYY
9511,SARAWAK,PPD SAMARAHAN,Rendah,SK,YBB8105,SEKOLAH KEBANGSAAN JALAN MUARA TUANG,JALAN DATO MOHD MUSA,94300,KOTA SAMARAHAN,082616863,082616863,YBB8105@moe.edu.my,Luar Bandar,SK,1531,79,TIADA,TIADA,110.384667,1.4455
9512,SARAWAK,PPD SERIAN,Rendah,SK,YBB8201,SEKOLAH KEBANGSAAN SAMARAHAN ESTATE,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,082896215,TIADA,YBB8201@moe.edu.my,Luar Bandar,SK,107,13,TIADA,TIADA,110.553634,1.339084
9513,SARAWAK,PPD SERIAN,Rendah,SK,YBB8202,SEKOLAH KEBANGSAAN TEBAKANG,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,082895579,TIADA,YBB8202@moe.edu.my,Luar Bandar,SK,197,22,TIADA,TIADA,110.505611,1.09915
9514,SARAWAK,PPD SERIAN,Rendah,SK,YBB8203,SEKOLAH KEBANGSAAN TEBEDU,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,082797240,TIADA,YBB8203@moe.edu.my,Luar Bandar,SK,179,22,ADA,ADA,110.394745,1.012492
9515,SARAWAK,PPD SERIAN,Rendah,SK,YBB8204,SEKOLAH KEBANGSAAN TEMA,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8204@moe.edu.my,Luar Bandar,SK,77,12,TIADA,TIADA,110.394745,1.012492
9516,SARAWAK,PPD SERIAN,Rendah,SK,YBB8205,SEKOLAH KEBANGSAAN TANAH MERAH,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,082896126,TIADA,YBB8205@moe.edu.my,Luar Bandar,SK,119,17,TIADA,TIADA,110.493521,1.314286
9517,SARAWAK,PPD SERIAN,Rendah,SK,YBB8206,SEKOLAH KEBANGSAAN KRUSEN,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8206@moe.edu.my,Luar Bandar,SK,75,12,TIADA,TIADA,110.500832,1.070161
9518,SARAWAK,PPD SERIAN,Rendah,SK,YBB8207,SEKOLAH KEBANGSAAN LEBUR / REMUN,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,082895157,TIADA,YBB8207@moe.edu.my,Luar Bandar,SK,150,16,TIADA,TIADA,110.652762,1.1569
9519,SARAWAK,PPD SERIAN,Rendah,SK,YBB8209,SEKOLAH KEBANGSAAN TARAT,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8209@moe.edu.my,Luar Bandar,SK,150,18,TIADA,TIADA,110.522633,1.214328
9520,SARAWAK,PPD SERIAN,Rendah,SK,YBB8210,SEKOLAH KEBANGSAAN RAYANG,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,082872788,TIADA,YBB8210@moe.edu.my,Luar Bandar,SK,134,18,TIADA,TIADA,110.549455,1.201585
9521,SARAWAK,PPD SERIAN,Rendah,SK,YBB8211,SEKOLAH KEBANGSAAN BALAI RINGIN,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,082877505,082877505,YBB8211@moe.edu.my,Luar Bandar,SK,298,34,ADA,ADA,110.75032,1.049801
9522,SARAWAK,PPD SERIAN,Rendah,SK,YBB8212,SEKOLAH KEBANGSAAN TIAN MURUD,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,082895980,TIADA,YBB8212@moe.edu.my,Luar Bandar,SK,50,12,TIADA,TIADA,110.494663,1.268588
9523,SARAWAK,PPD SERIAN,Rendah,SK,YBB8213,SEKOLAH KEBANGSAAN TESU,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8213@moe.edu.my,Luar Bandar,SK,56,11,TIADA,TIADA,110.561954,1.060174
9524,SARAWAK,PPD SERIAN,Rendah,SK,YBB8214,SEKOLAH KEBANGSAAN SEMUKOI,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8214@moe.edu.my,Luar Bandar,SK,59,12,TIADA,TIADA,110.674467,1.050595
9525,SARAWAK,PPD SERIAN,Rendah,SK,YBB8215,SEKOLAH KEBANGSAAN MELANSAI,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8215@moe.edu.my,Luar Bandar,SK,193,20,TIADA,TIADA,110.614257,1.127871
9526,SARAWAK,PPD SERIAN,Rendah,SK,YBB8216,SEKOLAH KEBANGSAAN RETEH,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8216@moe.edu.my,Luar Bandar,SK,57,12,TIADA,TIADA,110.494641,0.926609
9527,SARAWAK,PPD SERIAN,Rendah,SK,YBB8217,SEKOLAH KEBANGSAAN SG SAMERAN,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8217@moe.edu.my,Luar Bandar,SK,145,16,TIADA,TIADA,110.4,1.11
9528,SARAWAK,PPD SERIAN,Rendah,SK,YBB8218,SEKOLAH KEBANGSAAN MAPU,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8218@moe.edu.my,Luar Bandar,SK,110,16,TIADA,TIADA,110.495988,0.926572
9529,SARAWAK,PPD SERIAN,Rendah,SK,YBB8219,SEKOLAH KEBANGSAAN KORAN,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8219@moe.edu.my,Luar Bandar,SK,319,29,ADA,ADA,110.58,1.15
9530,SARAWAK,PPD SERIAN,Rendah,SK,YBB8220,SEKOLAH KEBANGSAAN PARUN SUAN,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,,,YBB8220@moe.edu.my,Luar Bandar,SK,127,16,TIADA,TIADA,110.4686111,1.1622222
9531,SARAWAK,PPD SERIAN,Rendah,SK,YBB8221,SEKOLAH KEBANGSAAN TEMONG,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8221@moe.edu.my,Luar Bandar,SK,198,17,TIADA,TIADA,110.358264,1.010119
9532,SARAWAK,PPD SERIAN,Rendah,SK,YBB8222,SEKOLAH KEBANGSAAN LOBANG BATU,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,082895541,TIADA,YBB8222@moe.edu.my,Luar Bandar,SK,162,19,ADA,ADA,110.531285,0.975872
9533,SARAWAK,PPD SERIAN,Rendah,SK,YBB8223,SEKOLAH KEBANGSAAN RITUH,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8223@moe.edu.my,Luar Bandar,SK,69,13,TIADA,TIADA,110.442225,1.281681
9534,SARAWAK,PPD SERIAN,Rendah,SK,YBB8224,SEKOLAH KEBANGSAAN PAYAU,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8224@moe.edu.my,Luar Bandar,SK,122,13,TIADA,TIADA,110.534992,0.969838
9535,SARAWAK,PPD SERIAN,Rendah,SK,YBB8225,SEKOLAH KEBANGSAAN SG RIMU,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,01165750563,TIADA,YBB8225@moe.edu.my,Luar Bandar,SK,40,12,TIADA,TIADA,110.654082,0.980224
9536,SARAWAK,PPD SERIAN,Rendah,SK,YBB8226,SEKOLAH KEBANGSAAN TANAH PUTEH,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8226@moe.edu.my,Luar Bandar,SK,67,15,TIADA,TIADA,110.628382,1.22186
9537,SARAWAK,PPD SERIAN,Rendah,SK,YBB8227,SEKOLAH KEBANGSAAN PATI,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,082895391,TIADA,YBB8227@moe.edu.my,Luar Bandar,SK,138,18,TIADA,TIADA,110.549959,1.30343
9538,SARAWAK,PPD SERIAN,Rendah,SK,YBB8228,SEKOLAH KEBANGSAAN BEDUP,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8228@moe.edu.my,Luar Bandar,SK,143,18,TIADA,TIADA,110.64,1.09
9539,SARAWAK,PPD SERIAN,Rendah,SK,YBB8229,SEKOLAH KEBANGSAAN SANGAI,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8229@moe.edu.my,Luar Bandar,SK,73,14,TIADA,TIADA,110.561954,1.060174
9540,SARAWAK,PPD SERIAN,Rendah,SK,YBB8230,SEKOLAH KEBANGSAAN SG KENYAH,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,082868296,TIADA,YBB8230@moe.edu.my,Luar Bandar,SK,152,19,TIADA,TIADA,110.421932,1.27704
9541,SARAWAK,PPD SERIAN,Rendah,SK,YBB8231,SEKOLAH KEBANGSAAN ENGKAROH,"KPG. ENGKEROH, JALAN SERIAN/MONGKOS",94700,SERIAN,TIADA,TIADA,YBB8231@moe.edu.my,Luar Bandar,SK,80,12,TIADA,TIADA,110.511131,1.202571
9542,SARAWAK,PPD SERIAN,Rendah,SK,YBB8232,SEKOLAH KEBANGSAAN DAHA,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8232@moe.edu.my,Luar Bandar,SK,86,16,TIADA,TIADA,110.353289,1.01129
9543,SARAWAK,PPD SERIAN,Rendah,SK,YBB8233,SEKOLAH KEBANGSAAN GAHAT MAWANG,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8233@moe.edu.my,Luar Bandar,SK,49,12,TIADA,TIADA,110.464032,0.98827
9544,SARAWAK,PPD SERIAN,Rendah,SK,YBB8234,SEKOLAH KEBANGSAAN SEBANBAN,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8234@moe.edu.my,Luar Bandar,SK,40,13,TIADA,TIADA,110.639932,1.24568
9545,SARAWAK,PPD SERIAN,Rendah,SK,YBB8236,SEKOLAH KEBANGSAAN SEJIJAG,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8236@moe.edu.my,Luar Bandar,SK,44,11,TIADA,TIADA,110.520358,1.203365
9546,SARAWAK,PPD SERIAN,Rendah,SK,YBB8237,SEKOLAH KEBANGSAAN GEMANG,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,082896260,TIADA,YBB8237@moe.edu.my,Luar Bandar,SK,87,16,TIADA,TIADA,110.477313,1.295547
9547,SARAWAK,PPD SERIAN,Rendah,SK,YBB8238,SEKOLAH KEBANGSAAN RIIH DASO,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8238@moe.edu.my,Luar Bandar,SK,165,18,TIADA,TIADA,110.522472,1.141827
9548,SARAWAK,PPD SERIAN,Rendah,SK,YBB8239,SEKOLAH KEBANGSAAN MAWANG TAUP,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8239@moe.edu.my,Luar Bandar,SK,45,11,TIADA,TIADA,110.5,1.1
9549,SARAWAK,PPD SERIAN,Rendah,SK,YBB8240,SEKOLAH KEBANGSAAN KRANGAN,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,,,YBB8240@moe.edu.my,Luar Bandar,SK,71,11,TIADA,TIADA,110.77,1.05
9550,SARAWAK,PPD SERIAN,Rendah,SK,YBB8241,SEKOLAH KEBANGSAAN ENTAYAN,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8241@moe.edu.my,Luar Bandar,SK,67,11,TIADA,TIADA,110.687622,1.07219
9551,SARAWAK,PPD SERIAN,Rendah,SK,YBB8242,SEKOLAH KEBANGSAAN MERBAU,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8242@moe.edu.my,Luar Bandar,SK,94,13,TIADA,TIADA,110.657809,1.00495
9552,SARAWAK,PPD SERIAN,Rendah,SK,YBB8243,SEKOLAH KEBANGSAAN KRAIT,"KAMPUNG KRAIT, JALAN BATANG KEDUP",94700,SERIAN,082895824,TIADA,YBB8243@moe.edu.my,Luar Bandar,SK,74,13,TIADA,TIADA,110.561954,1.060174
9553,SARAWAK,PPD SERIAN,Rendah,SK,YBB8244,SEKOLAH KEBANGSAAN MERAKAI,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8244@moe.edu.my,Luar Bandar,SK,27,9,TIADA,TIADA,110.65,1.17
9554,SARAWAK,PPD SERIAN,Rendah,SK,YBB8245,SEKOLAH KEBANGSAAN SEMADA,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8245@moe.edu.my,Luar Bandar,SK,43,13,TIADA,TIADA,110.842198,1.08188
9555,SARAWAK,PPD SERIAN,Rendah,SK,YBB8246,SEKOLAH KEBANGSAAN KUJANG SAIN,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8246@moe.edu.my,Luar Bandar,SK,35,9,TIADA,TIADA,110.43,0.95
9556,SARAWAK,PPD SERIAN,Rendah,SK,YBB8247,SEKOLAH KEBANGSAAN SUNGAN,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8247@moe.edu.my,Luar Bandar,SK,47,12,TIADA,TIADA,110.385561,1.086723
9557,SARAWAK,PPD SERIAN,Rendah,SK,YBB8249,SEKOLAH KEBANGSAAN KUJANG MAWANG,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8249@moe.edu.my,Luar Bandar,SK,70,13,TIADA,TIADA,110.557791,0.988763
9558,SARAWAK,PPD SERIAN,Rendah,SK,YBB8251,SEKOLAH KEBANGSAAN PANGKALAN SORAH,"KAMPUNG SORAH MELAYU, JALAN SERIAN-TEBEDU",94700,SERIAN,0112807479,TIADA,YBB8251@moe.edu.my,Luar Bandar,SK,56,12,TIADA,TIADA,110.354404,1.008802
9559,SARAWAK,PPD SERIAN,Rendah,SK,YBB8252,SEKOLAH KEBANGSAAN LUBOK ANTU REBAN,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8252@moe.edu.my,Luar Bandar,SK,51,14,TIADA,TIADA,110.533981,1.345913
9560,SARAWAK,PPD SERIAN,Rendah,SK,YBB8253,SEKOLAH KEBANGSAAN SUMPAS,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8253@moe.edu.my,Luar Bandar,SK,17,9,TIADA,TIADA,110.647259,1.03253
9561,SARAWAK,PPD SERIAN,Rendah,SK,YBB8254,SEKOLAH KEBANGSAAN ENTUBUH,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8254@moe.edu.my,Luar Bandar,SK,79,12,TIADA,TIADA,110.362644,1.01644
9562,SARAWAK,PPD SERIAN,Rendah,SK,YBB8255,SEKOLAH KEBANGSAAN PRIDAN,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8255@moe.edu.my,Luar Bandar,SK,95,11,TIADA,TIADA,110.561192,1.024442
9563,SARAWAK,PPD SERIAN,Rendah,SK,YBB8256,SEKOLAH KEBANGSAAN MENTU TAPU,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YBB8256@moe.edu.my,Luar Bandar,SK,97,16,TIADA,TIADA,110.581014,0.937036
9564,SARAWAK,PPD SERIAN,Rendah,SK,YBB8257,SEKOLAH KEBANGSAAN PLAMAN BAKI / MENAUL,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,082896213,TIADA,YBB8257@moe.edu.my,Luar Bandar,SK,188,22,ADA,ADA,110.52362,1.260617
9565,SARAWAK,PPD SIMUNJAN,Rendah,SK,YBB8301,SEKOLAH KEBANGSAAN RAJAU ENSIKA,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8301@moe.edu.my,Luar Bandar,SK,14,8,TIADA,TIADA,110.8292896,1.5098338
9566,SARAWAK,PPD SIMUNJAN,Rendah,SK,YBB8302,SEKOLAH KEBANGSAAN SEBUYAU/ENSENGGEI,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8302@moe.edu.my,Luar Bandar,SK,85,14,TIADA,TIADA,110.636015,1.414604
9567,SARAWAK,PPD SIMUNJAN,Rendah,SK,YBB8303,SEKOLAH KEBANGSAAN TUNGKAH DAYAK,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8303@moe.edu.my,Luar Bandar,SK,29,9,TIADA,TIADA,110.951252,1.22613
9568,SARAWAK,PPD SIMUNJAN,Rendah,SK,YBB8304,SEKOLAH KEBANGSAAN SUNGAI ARUS LUMUT,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,,,YBB8304@moe.edu.my,Luar Bandar,SK,18,8,TIADA,TIADA,110.7963681,1.5589006
9569,SARAWAK,PPD SIMUNJAN,Rendah,SK,YBB8305,SEKOLAH KEBANGSAAN TEMIANG,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8305@moe.edu.my,Luar Bandar,SK,50,13,TIADA,TIADA,110.8405333,1.33495
9570,SARAWAK,PPD SIMUNJAN,Rendah,SK,YBB8307,SEKOLAH KEBANGSAAN NYELITAK,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8307@moe.edu.my,Luar Bandar,SK,41,9,TIADA,TIADA,110.75032,1.049801
9571,SARAWAK,PPD SIMUNJAN,Rendah,SK,YBB8308,SEKOLAH KEBANGSAAN SUNGAI PINANG,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN ,94800,SIMUNJAN,TIADA,TIADA,YBB8308@moe.edu.my,Luar Bandar,SK,39,9,TIADA,TIADA,110.8772667,1.077983333
9572,SARAWAK,PPD SIMUNJAN,Rendah,SK,YBB8309,SEKOLAH KEBANGSAAN SEMALATONG,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8309@moe.edu.my,Luar Bandar,SK,117,14,TIADA,TIADA,110.9177667,1.209733333
9573,SARAWAK,PPD SIMUNJAN,Rendah,SK,YBB8310,SEKOLAH KEBANGSAAN PADANG PEDALAI,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8310@moe.edu.my,Luar Bandar,SK,140,18,TIADA,TIADA,110.8890833,1.173383333
9574,SARAWAK,PPD SAMARAHAN,Rendah,SK,YBB8311,SEKOLAH KEBANGSAAN SUNGAI BULU/SENANGEH,"PPD SAMARAHAN,JLN DATO MOHD.MUSA",94300,KOTA SAMARAHAN,082896124,082896125,YBB8311@moe.edu.my,Luar Bandar,SK,62,14,TIADA,TIADA,110.6866433,1.4537555
9575,SARAWAK,PPD SIMUNJAN,Rendah,SK,YBB8312,SEKOLAH KEBANGSAAN KEPAYANG,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8312@moe.edu.my,Luar Bandar,SK,65,12,TIADA,TIADA,110.94286,1.281603
9576,SARAWAK,PPD SIMUNJAN,Rendah,SK,YBB8313,SEKOLAH KEBANGSAAN KENIONG,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8313@moe.edu.my,Luar Bandar,SK,45,12,TIADA,TIADA,110.797409,1.36194
9577,SARAWAK,PPD SIMUNJAN,Rendah,SK,YBB8314,SEKOLAH KEBANGSAAN MUNGGU LALLANG,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,,,YBB8314@moe.edu.my,Luar Bandar,SK,80,14,TIADA,TIADA,110.9086,1.2383
9578,SARAWAK,PPD SIMUNJAN,Rendah,SK,YBB8315,SEKOLAH KEBANGSAAN SG LINGKAU,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8315@moe.edu.my,Luar Bandar,SK,35,12,TIADA,TIADA,110.7898,1.33585
9579,SARAWAK,PPD SAMARAHAN,Rendah,SK,YBB8316,SEKOLAH KEBANGSAAN TERASI,"D/A PEJABAT PENDIDIKAN DAERAH SAMARAHAN, JALAN DATO MOHD MUSA",94300,KOTA SAMARAHAN,0198456846,TIADA,YBB8316@moe.edu.my,Luar Bandar,SK,67,13,TIADA,TIADA,110.45,1.45
9580,SARAWAK,PPD SIMUNJAN,Rendah,SK,YBB8317,SEKOLAH KEBANGSAAN SEKENDU,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8317@moe.edu.my,Luar Bandar,SK,48,13,TIADA,TIADA,110.7681245,1.3646031
9581,SARAWAK,PPD SIMUNJAN,Rendah,SK,YBB8319,SEKOLAH KEBANGSAAN SKITONG/MERANTI,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN ,94800,SIMUNJAN,TIADA,TIADA,YBB8319@moe.edu.my,Luar Bandar,SK,35,7,TIADA,TIADA,110.814097,1.52726
9582,SARAWAK,PPD SIMUNJAN,Rendah,SK,YBB8320,SEKOLAH KEBANGSAAN SUNGAI BA,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8320@moe.edu.my,Luar Bandar,SK,37,9,TIADA,TIADA,110.7203333,1.3837
9583,SARAWAK,PPD SIMUNJAN,Rendah,SK,YBB8325,SEKOLAH KEBANGSAAN GUNONG NGELI,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8325@moe.edu.my,Luar Bandar,SK,59,13,TIADA,TIADA,110.7974667,1.362083333
9584,SARAWAK,PPD SIMUNJAN,Rendah,SK,YBB8326,SEKOLAH KEBANGSAAN SEBANGKOI/MAWANG,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8326@moe.edu.my,Luar Bandar,SK,61,11,TIADA,TIADA,110.8704833,1.120433333
9585,SARAWAK,PPD SIMUNJAN,Rendah,SK,YBB8327,SEKOLAH KEBANGSAAN TELAGUS/JEROK,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8327@moe.edu.my,Luar Bandar,SK,212,20,TIADA,TIADA,110.856,1.0494
9586,SARAWAK,PPD SIMUNJAN,Rendah,SK,YBB8328,SEKOLAH KEBANGSAAN TEGELAM,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8328@moe.edu.my,Luar Bandar,SK,20,7,TIADA,TIADA,110.702378,1.338081
9587,SARAWAK,PPD SIMUNJAN,Rendah,SK,YBB8329,SEKOLAH KEBANGSAAN LEPONG EMPLAS,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8329@moe.edu.my,Luar Bandar,SK,21,9,TIADA,TIADA,110.75032,1.049801
9588,SARAWAK,PPD SIMUNJAN,Rendah,SK,YBB8330,SEKOLAH KEBANGSAAN BAJONG,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8330@moe.edu.my,Luar Bandar,SK,25,9,TIADA,TIADA,110.8042167,1.566516667
9589,SARAWAK,PPD SIMUNJAN,Rendah,SK,YBB8331,SEKOLAH KEBANGSAAN MENTU,D/A PEJABAT PENDIDIKAN DAERAH  SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8331@moe.edu.my,Luar Bandar,SK,26,9,TIADA,TIADA,111.0225964,1.2709624
