Judul,Isi,Label
"Bitcoin Turun Lagi, Kini Tak Sampai Rp 90 Juta","Belum lama setelah nilai Bitcoin anjlok di bawah USD 8.000, kini cryptocurrency tersebut justru semakin turun hingga tak sampai USD 6.000. Berdasarkan data dari CoinDesk, mata uang digital yang ditemukan oleh seorang anonim bernama alias Satoshi Nakamoto ini sempat menyentuh angka USD 5.995 (Rp 81 juta) untuk setiap 1 BTC. Perolehan tersebut terakhir kali dialami oleh Bitcoin pada 12 November 2018, ketika salah satu cryptocurrency terbesar ini berada pada kisaran USD 5.990. Penurunan yang dialaminya menunjukkan bahwa Bitcoin sudah kehilangan lebih dari 55% sepanjang tahun 2018, paling tidak sampai saat ini, seperti detikINET kutip dari CNBC, Selasa (6/2/2018). Hal tersebut didasari pada fakta bahwa Bitcoin membuka tahun baru ini dengan bertengger di angka USD 13.844. Setelah aksi boikot oleh sejumlah perbankan di Amerika Serikat dan Inggris yang melarang nasabahnya membeli Bitcoin maupun cryptocurrency lain menggunakan kartu kredit yang diterbitkan oleh mereka, giliran sikap pemerintah China memicu semakin turunnya nilai mata uang digital tersebut. Otoritas Negeri Tirai Bambu akan meningkatkan usaha mereka dalam membatasi platform pertukaran mata uang virtual, terutama yang melibatkan pihak-pihak di luar China. Selain itu, sejumlah regulator Amerika Serikat seperti Christopher Giancarlo selaku Chairman Commodity Futures Trading Commission (CFTC) dan Jay Clayton sebagai Chairman Securities and Exchange Commission (SEC), akan memberikan kesaksian kepada Senate Banking Committee, Selasa (6/2/2018) waktu setempat. Pernyataan yang mereka lontarkan nantinya akan terkait dengan perhatian dunia mengenai risiko mata uang virtual yang dapat dialami oleh investor dan sistem keuangan. ""Investor harus merasa waspada dalam melakukan investasi di cryptocurrency dan perlunya meninjau usaha yang dilakukan oleh komisi-komisi sejauh ini,"" ujar Jay Clayton. Kini, nilai Bitcoin sendiri secara perlahan-lahan mulai pulih ke angka USD 6.335 (Rp 86 juta). (jsn/rou)",fact
"Ada 200 Juta Akun Kloningan di Facebook, Indonesia Ikut Disebut","Facebook masih menjadi raja media sosial sejagat dengan Monthly Active Users (MAU) atau pengguna aktif bulanan 2,1 miliar sejak 31 Desember 2017. Namun, ada 10% di antaranya adalah akun palsu atau duplikat kloningan. Sayangnya, 10% dari 2,1 miliar atau sekitar 200 juta akun tersebut beredar di pasar negara berkembang, salah satunya Indonesia. Begitu laporan kuartal Facebook yang dikutip detikINET dari BGR, Senin (6/2/2018). ""Pada kuartal keempat tahun 2017, kami memperkirakan ada akun duplikat yang mewakili sekitar 10% MAU di seluruh dunia. Kami percaya persentase akun duplikat lebih tinggi pada pasar berkembang seperti India, Indonesia dibanding pasar yang lebih maju,"" tulis Facebook. Sedangkan untuk Daily Active Users (DAU) atau pengguna aktif harian, rata-rata 1,4 miliar orang mengunakan Facebook setiap hari. Itu naik 14% dibanding periode yang sama pada tahun sebelumnya. ""Pengguna di India, Indonesia, dan Brasil mewakili sumber pertumbuhan utama DAU selama bulan Desember 2017, relatif periode yang sama tahun 2016,"" sebut Facebook. Mengenai akun duplikat atau palsu, Facebook menjelaskan akun itu dikelola oleh pengguna di samping akun utama miliknya. Akun tersebut bisa diperlukan untuk kebutuhan profil pribadi untuk entitas bisnis, organisasi, atau non-manusia seperti untuk hewan peliharaan. Selain itu, ada akun yang digunakan untuk tujuan melanggar persyaratan layanan, seperti spamming. Angka akun duplikat di Facebook ini masih dalam perkiraan awal. Kemungkinan jumlahnya lebih besar atau lebih kecil pun bisa terjadi. Sebab masih kesulitan dalam mengukur bagaimana sebuah akun bisa disebut sebagai duplikat atau palsu. ""Perkiraan akun duplikat dan akun palsu berdasarkan dari tinjauan internal atas sampel akun yang terbatas dan kami memberikan penilaian yang signifikan dalam membuat keputusan ini,"" kata Facebook. (agt/rou)",fact
Pembeli Online dari Anak SMA Meningkat 5 Kali Lipat,"Ada temuan menarik dari fenomena belanja online di Indonesia. Berdasarkan hasil rekapitulasi e-commerce Shopee sepanjang 2017, diketahui remaja makin sering berbelanja online. Tak main-main jumlahnya meningkat 5 kali lipat.  ""Konsumen kita kalau dulu di online shop rata-rata umur 25-34 tahun yang cenderung produktif dan lebih mudah menerima digital. Namun di Shopee di bawah umur 25 itu udah mulai banyak. Mereka ada yang 15 tahun ke atas, paling enggak mereka SMA lah. Kita kenaikannya 5 kali dari tahun sebelumnya,"" jelas Brand Manager Rezki Yanuar kepada detikcom di kantor Shopee, Jakarta, Selasa (6/2/2018). Menurut Yanuar hal tersebut karena kaum remaja sekarang sudah makin akrab dengan dunia digital. Ditambah lagi, mereka yang berumur kurang dari 25 tahun sudah mulai banyak yang bekerja. ""Penerimaan mereka terhadap dunia digital pun makin mudah,"" sambung Rezki. Adapun barang-barang sering mereka beli meliputi barang-barang fashion dan home living yang mereka beli melalui aplikasi Shopee. Menariknya, bukan hanya pembeli melainkan juga dari sisi penjual. Usia para penjual juga tercatat semakin muda dibandingkan dengan sebelumnya. ""Seller kita kisaran umur 25-28 tahun itu makin banyak lebih 70 persen,"" terang Rezki. Hal ini menunjukkan bahwa aktivitas digital di kalangan remaja makin berkembang seiring dengan produktivitas dan kemampuan ekonomi mereka.  ""Memang millenial itu enggak bisa dianggap enteng kita ngomong dari sisi buyer dan seller,"" tutup dia. Mengenai jumlah pasti para remaja penjual dan pembeli online tersebut, Rezki masih belum memberikan detail angkanya. Dia berjanji akan merilis jumlah pasti angka remaja tersebut sesegera mungkin. Dari data yang dihimpun saat ini Shopee mengklaim telah memiliki lebih dari 100 juta listings aktif dari lebih dari 1 juta penjual dan brand. Tercatat di Oktober 2017, telah lebih dari 50 juta barang terjual dan aplikasi Shopee telah diunduh lebih dari 25 juta kali. e-commerce yang berekspansi di Asia Tenggara dan Taiwan ini juga mengalami pertumbuhan yang signifikan di tujuh negara dengan nilai Gross Merchandise Value (GMV) tahunan lebih dari USD 5 miliar dan 80 juta unduhan. (ega/rou)",fact
Twitter Ditinggal Bos Virtual Reality,"Kepala tim virtual reality (VR) dan Augmented Reality (AR) di Twitter memutuskan untuk hengkang dari jejaring sosial berlogo burung biru tersebut.  Alessandro Sabatelli, bergabung dengan Twitter pada Juni 2016, setelah meninggalkan startup VR yang didirikannya. Sabatelli sebelumnya pernah bekerja sebagai designer produk di Apple.  ""Ini adalah perjalanan yang menakjubkan, dan saya merasa beruntung bisa bekerjasama dengan orang-orang hebat. Terimakasih semua,"" kata Sabatelli seperti dikutip dari Tech Crunch, Selasa (6/2/2018). Berbicara mengenai VR dan AR, Twitter memang bukan yang tercepat dalam pengembangan dan adopsi teknologi ini. Boleh dibilang, pengembangan VR dan AR di Twitter masih dalam tahapan awal. Sementara itu, Apple, Facebook, Snap dan Google, masing-masing sudah memamerkan platform VR atau AR mereka. Langkah Twitter sepertinya tak mampu mengejar ketertinggalannya di ranah ini. Twitter juga lambat merespons potensi kreasi konten AR seperti pada fitur filter selfie yang dimiliki Snapchat dan Facebook. Semangat terbesar Twitter di ranah VR tampak beberapa tahun lalu, antara lain dengan menggarap video Live 360 di Periscope. Namun kemudian, perkembangan di ranah ini tak lagi tampak. (rns/fyk)",fact
"Tembus 182 Juta SIM Card Teregistrasi, Kominfo Kian Optimis","Masa daftar akhir registrasi SIM card prabayar tinggal menghitung minggu lagi. Kementerian Komunikasi dan Informatika (Kominfo) selaku yang memimpin program ini mengaku optimis hal itu berjalan sukses. Ini tak terlepas dari jumlah kartu seluler prabayar yang teregistrasi terus bertambah. Tercatat pada hingga Senin (5/2/2018) ada sekitar 182 juta SIM card prabayar yang mendaftar ulang ke operator masing-masing. Angka pertambahan rata-rata sendiri satu juta pelanggan per harinya. Berdasarkan data tersebut, Dirjen Penyelenggara Pos dan Informatika (PPI) Kementerian Kominfo Ahmad M. Ramli mengaku bahwa program registrasi seluler ini berjalan tanpa kendala. Kominfo sendiri menargetkan 200 juta pelanggan dapat melakukan registrasi ulang yang berakhir pada 28 Februari 2018. ""Kami yakin dan optimis target tercapai, bahkan bisa-bisa lebih dari target,"" ujar Ramli saat sosialisasi Registrasi Ulang Kartu Seluler Prabayar di Cirebon, Jawa Barat. Upaya mencapai target dilakukan Kominfo menjelang akhir pendaftaran, seperti semua operator melakukan SMS blast sehingga sosisalisai dinyatakan merata ke seluruh daerah Indonesia. ""Dengan begitu, yang belum mendaftarkan ulang akan menerima SMS pengingat dari operatornya masing-masing,"" jelas Ramli. Terkait jaminan keamanan data pribadi pelanggan prabayar ini usai registrasi yang divalidasi dengan Nomor Induk Kependudukan (NIK) dan nomor Kartu Keluarga (KK), Ramli menyatakan agar masyarakat tidak mengkhawatirkan hal tersebut. Alasannya, kata Ramli, kerahasiaan data pelanggan dijamin oleh Undang-Undang. Begitu juga setiap operator seluer wajib mematuhi Undang-Undang mengenai kerahasiaan identitas konsumennya. ""Apalagi kalau operatornya berstandar ISO 270001 tentang manajemen informasin yang menjamin kerahasiaan data pelanggan,"" ucapnya. (agt/afr)",fact
Shopee Klaim Alami Pertumbuhan 350% dengan 1 Juta Penjual,"Shopee menjadi salah e-commerce yang diperhitungkan sepanjang 2017. Hal ini lantaran Shopee terus mengalami pertumbuhan yang diklaim hingga mencapai 350% dari tahun sebelumnya. ""Tahun 2017 adalah tahun yang membanggakan bagi Shopee, dan kami bersyukur atas pencapaian ini, untuk itu kami terus berkomitmen untuk mendengarkan kebutuhan dan preferensi pengguna kami, kemudian kami bekerja untuk menciptakan platform yang sesuai dengan kebutuhan-kebutuhan itu. Shopee berusaha untuk meningkatkan kesejahteraan tidak hanya pengguna dan bisnis, tetap juga UKM dengan bantuan teknologi,"" kata CEO Shopee, Chris Feng dalam keterangan tertulisnya. Di Indonesia, Christ mengklaim telah memiliki lebih dari 100 juta listings aktif dari lebih dari 1 juta penjual dan brand. Tercatat di Oktober 2017, telah lebih dari 50 juta barang terjual dan aplikasi Shopee telah diunduh lebih dari 25 juta kali. e-commerce yang berekspansi di Asia Tenggara dan Taiwan ini juga mengalami pertumbuhan yang signifikan di tujuh negara dengan nilai Gross Merchandise Value (GMV) tahunan lebih dari USD 5 miliar dan 80 juta unduhan. Sebelumnya, berdasarkan riset Google Temasek Shopee juga menjadi salah satu e-commerce jadi yang paling banyak dicari oleh warganet. ""Berdasarkan data pertumbuhan search interest yang kami hitung selama 12 bulan ke belakang, kami menemukan beberapa poin menarik. Lazada dan Tokopedia berada di posisi puncak dan ada pertumbuhan yang konsisten dari Shopee,"" jelas Tim Riset iPrice berdasarkan data Google Trends. Diketahui awalnya search interest antara Shopee dan Bukalapak besar. Namun di penghujung tahun 2017, Shopee berhasil menyalip Bukalapak. ""Sebagai salah satu pemain muda, kami melihat banyak upaya dari Shopee untuk memperkecil jarak dengan e-commerce lain yang sudah bermain lama di Indonesia. Mulai dari kampanye mobile shopping 10.10, penguatan pada komunitas penjualnya, dan strategi lainnya,"" sebut Tim Riset dari iPrice lagi. Hal ini juga ditengarai adanya kampanye mobile shopping 10.10 yang sukses menarik perhatian netizen terhadap Shopee selama 8-14 Oktober 2017. Kendati demikian, secara umum kesemua e-commerce terdongkrak search interest-nya berkat kampanye Harbolnas 12.12 yang menjadi ajang tahunan e-commerce. Bahkan terjadi lonjakan drastis pada Lazada, Tokopedia, Shopee, Bukalapak, dan Zalora. Hal itu tepat terjadi pada 12 Desember 2017 pada pukul 10.00-13.00. (ega/rou)",fact
"Beli Hair Dryer Online, Perempuan Ini Malah Dapat 'Alat Penyembur Api'","Untung tak dapat diraih, malang tak dapat ditolak. Pepatah tersebut sepertinya cocok untuk menggambarkan perempuan satu ini yang membeli alat pengering rambut atau hair dryer secara online, tapi malah mendapat 'alat penyembur api'. Perempuan tersebut diketahui bernama Erika Auhgthun Shoolbred dari South Carolina, Amerika Serikat. Jadi ceritanya dia membeli pengering rambut bermerek OraCorp lewat situs Amazon. Ketika digunakana pertama kali, tidak disangka hair drayer bukan menyemburkan udara panas. Tapi malah mengeluarkan api, tak ubahnya sebuah flamethrower atau penyembur api. Lebih mengerikannya lagi, saat ia mencoba untuk mematikan alat tersebut, api yang menyembur keluar justru menjadi semakin besar. Erika sempat mengabadikan kejadian tersebut dan mengunggahnya ke Facebook miliknya. Dalam postingannya tersebut, ia mengatakan bahwa tangannya mengalami sedikit luka bakar ringan, seraya menyebut hair dryer yang digunakannya itu sebagai ""hair fryer"" (penggoreng rambut). Pengering rambut bermasalah itu dibeli Erika dari OraCorp, dengan label Professional Grade Hair Dryer, seharga USD 19,99 (Rp 268.900), seperti detikINET kutip dari The Independent, Senin (5/2/2018). OraCorp sendiri merupakan sebuah perusahaan yang menjual berbagai macam produk, mulai dari eyelash enhancer, kaus kaki kompresi, hingga pet carrier, dengan penilaian mencapai 4,5 bintang di Amazon. Berdasarkan pernyataan Shoolbred, Amazon sudah menghapus produk tersebut dari situsnya, walaupun perusahaan tersebut diakuinya belum memberikan tanggapan mengenai insiden mengerikan tersebut.",fact
"Sempat Didepak, Telegram Nongol lagi di App Store","Aplikasi Telegram kembali mejeng di App Store setelah sempat didepak Apple. Kepastian tersebut diumumkan langsung oleh CEO Telegram Pavel Durov. ""Telegram sudah kembali di App Store setelah absen di sana. Setiap hari 500 ribu pengguna mengunduh Telegram di Android dan lainnya, serta 100 ribu yang mengunduh Telegram di iOS,"" ujar Durov. detikINET sempat melakukan pengecekan pada Minggu siang (4/2/2018). Benar saja aplikasi pesan ini sudah tersedia kembali ke toko aplikasi Apple. Tidak hanya itu, Telegram X turut mejeng di sana. Seperti diketahui, beberapa hari lalu Telegram sempat menghilang dari App Store. Apple membenarkan telah menghapus tanpa memberitahu alasannya. Dalam panduannya, sebuah aplikasi di App Store tidak boleh mengandung informasi yang menyerang, tidak sensitif dan dibuat dengan niat merusak. Telegram kemudian berbenah. Mereka melakukan pembaruan dengan meluncurkan Telegram X. Diharapkan aplikasi tersebut bisa lebih cepat, lebih rapih, dan mudah digunakan setiap bulannya. Sayangnya belum lama dirilis, Apple juga mendepak Telegram X dari toko aplikasinya. Tapi kini kedua aplikasi tersebut sudah dapat diunduh dari App Store. (agt/afr)",fact
Bandung Jadi Penutup Manis Creativepreneur Corner 2018,"Creativepreneur Corner 2018 resmi berakhir. Bandung menjadi penutup manis event tahunan talkshow inspiratif yang menampilkan narasumber papan atas Indonesia. Digelar di Trans Luxury Hotel, Bandung, acara pamungkas ini menghadirkan sejumlah narasumber ternama seperti Susi Pudjiastuti, Menteri Perikanan dan Kelautan sekaligus owner Susi Air. Kemudian filmmaker Mouly Surya, founder & CEO Zanana Chips Gazan Azka, ilustrator Andhika Nugraha, founder Architect's Life Ren Katili & Riri Yakub, aktor sekaligus Owner Jannah Corp Irwansyah, Gaery Undarsa hingga penyanyi dan co-founder Krowd.id Vidi Aldiano. Acara yang dihadiri ribuan 'barudak' Bandung ini digelar dalam tiga sesi. Sesi pertama diisi oleh Menteri Susi, Ren Katili & Riki Yakub serta Vidi Aldiano. Sesi kedua diisi oleh Gaery Undarsa, Mouly Surya dan Dika Toolkit. Sementara sesi terakhir diisi oleh Irwansyah, Gazan Azka dan mistery guest Putri Tanjung.  Masing-masing pembicara telah sukses mentransferkan ilmu suksesnya kepada para muda-mudi di kota Bandung ini. CEO Creativepreneur Event Creator Putri Tanjung mengaku bangga, event yang digelar di tiga kota selama tiga minggu terakhir ini berlangsung sukses. Sebelum Bandung, event tersebut telah digelar di Surabaya dan Yogyakarta. ""Karena Bandung sebagai penutup, saya mengucapkan terima kasih,"" ucap Putri. Putri menuturkan, gelaran Creativepreneur ini merupakan salah satu cita-citanya. Ia bercerita, pernah ada event serupa namun harga tiketnya sangat mahal. Hingga akhirnya, impian itu terwujud di tahun 2014. Event pertama digelar di Jakarta. Putri mengatakan, acara tersebut merupakan salah satu ajang bagi masyarakat untuk menimba ilmu kepada para tokoh dan pebisnis sukses di Indonesia. Sehingga, masyarakat terlebih generasi muda, terpacu untuk memulai bisnis sejak dini. ""Impian saya berkontribusi menyatukan anak muda, bergerak dan bermanfaat bagi banyak orang. Mudah-mudahan Creativepreneur Corner bisa jadi inspirasi. Kita ingin jadi platform inspirasi dari para pengusaha hebat,"" tuturnya. Dari ketiga kota itu, seluruhnya berjalan lancar. Bahkan tiket di tiga kota habis terjual. Pengunjung mencapai lebih dari seribu orang. ""Di Bandung penutup manisnya kita sampai takut enggak sampai full house, tapi ya ternyata sold out,"" tuntas Putri. (afr/afr)",fact
Waspadai Penipuan Berkedok Telkomsel!,"Telkomsel mengimbau masyarakat agar berhati-hati terhadap segala bentuk penipuan yang mengatasnamakan mereka. Operator yang identik berwarna merah itu mendapati sejumlah modus yang digunakan pihak yang tidak bertanggung jawab untuk menipu pelanggan. Modus penipuan seringkali dilakukan melalui telepon, SMS, atau pesan instan dengan mengatasnamakan Telkomsel dan kemudian meminta informasi password atau kode verifikasi MyTelkomsel yang dikirimkan melalui SMS. ""Telkomsel tidak pernah meminta password atau kode verifikasi kepada pelanggan untuk alasan apapun. Kode ini harus selalu dijaga kerahasiaannya seperti halnya PIN ATM atau bank. Dengan memberikan password atau kode verifikasi kepada orang lain sama saja dengan memberikan akses kepada orang lain untuk melakukan transaksi apapun melalui aplikasi MyTelkomsel,"" jelas Denny Abidin, General Manager External Corporate Communications Telkomsel dalam keterangan resmi, Minggu (21/1/2018).  Terkait undian yang kerap digelar, Telkomsel menanggung 100% pajak hadiah pemenang. Sehingga pelanggan tidak perlu lagi mengeluarkan dana untuk membayar pajak hadiah dan sejenisnya. Apabila terdapat informasi atau permintaan yang mengarahkan pelanggan untuk membayar sejumlah biaya dalam nominal tertentu, maka dapat dipastikan hal tersebut bermotif penipuan. Apabila pelanggan mendapati hal di atas, pihak Telkomsel menganjurkan pelanggannya tidak perlu menanggapi permintaan tersebut dan tidak menginformasikan kode tersebut kepada siapa pun. Jika menerima SMS dugaan penipuan yang mengatasnamakan Telkomsel, pelanggan dapat melaporkannya ke layanan call center 24 jam dengan menghubungi 188 atau 08071811811. Pelanggan juga dapat mengirimkan SMS gratis ke 1166 dengan format: PENIPUAN#NOMOR PENIPU#ISI SMS PENIPUAN. Sementara untuk undian, peserta dapat mengecek status pemenang yang resmi dengan menghubungi *123# atau dengan mengirimkan SMS ke 777 dengan isi pesan WIN. Dapat pula melihat daftar lengkap pemenang serta informasi lainnya situs resmi Telkomsel. (afr/afr)",fact
"2018, Penjahat Siber Bakal Manfaatkan AI","Pengembangan Artificial Intelligence (AI) atau kecerdasan buatan rasa-rasanya semakin canggih saja. Namun, patut diwaspadai juga bahwa ada bahaya yang mengancam di balik perkembangan AI yang canggih itu. Sebagaimana diketahui, AI ini dalam beberapa tahun ke belakang tengah menjadi trending di dunia teknologi. Semua perusahaan teknologi berlomba-lomba menciptakan dan menerapkan kecerdasan buatan. Namun, semakin canggih perkembangan teknologi, pasti juga diikuti oleh tindak kejahatan yang canggih pula. Peneliti keamanan di Avast memperkirakan bahwa sejumlah serangan siber akan terjadi di tahun ini. Hanya saja, para penjahat siber sudah menggunakan AI dalam aksinya. ""Semakin bertambahnya kerangka pembelajaran mesin yang open source, ditambah dengan penurunan harga perangkat keras yang signifikan, penjahat siber kian memiliki peluang untuk menggunakan kerangka pembelajaran mesin untuk menyusup melewati algoritme pembelajaran mesin yang dikembangkan perusahaan keamanan,"" ujar Ondrej Vlcek, CTO & EVP Avast. ""Kami memperkirakan penjahat siber akan memanfaatkan teknologi AI untuk meluncurkan serangan phising yang canggih, di samping serangan malware,"" tambahnya seperti dikutip detikINET dari keterangannya, Rabu (31/1/2018). Tak cuma itu, Avast juga memperkirakan peningkatan serangan massal, serangan ransomeware, serangan terhadap perangkat Internet of Things (IoT), malware cryptomining dan serangan terhadap layanan yang dibangun dengan Blockchain. Dalam laporan Avast juga mengindikasikan potensi serangan rantai pasokan tingkat tinggi akan muncul, serta peningkatan serangan dari fileless malware, pelanggaran data dan serangan pada perangkat mobile, misalnya trojan perbankan. (mag/afr)",fact
Intel Janjikan Rilis Chip Anti Meltdown dan Spectre,"Intel memastikan akan merilis pembaruan chip yang bisa mengaasi celah keamanan Meltdown dan Spectre pada 2018 ini. Pernyataan ini dilontarkan oleh CEO Intel Brian Krzanich dalam earning call Q4 baru-baru ini, selain itu Krzanich juga memastikan akan menindaklanjuti patch bermasalah yang mereka rilis bersama Microsoft. Patch yang dimaksud sebenarnya dimaksudkan untuk menambal celah Meltdown dan Spectre, namun efek sampingnya patch menyebabkan PC sering mengalami reboot secara acak. Terlepas dari semua masalah yang menimpa Intel, mereka ternyata masih bisa mencatatkan pertumbuhan pemasukan year on year sebesar 4%, atau menjadi USD 17,1 miliar, demikian dikutip detikINET dari Engadget, Senin (29/1/2018). Meski sudah memastikan akan menambal celah Meltdown dan Spectre, banyak pihak masih menyangsikan kesuksesan hal tersebut. Pasalnya Intel belum punya waktu pasti peluncuran chip tersebut, dan celah mana yang akan lebih dulu ditambah, Meltdown atau Spectre. Meltdown dan Spectre pertama ditemukan oleh peneliti keamanan di Google Project Zero pada 2017 lalu. Celah keamanan ini membuat hacker bisa mencuri data yang berjalan di aplikasi yang dipakai di perangkat dengan chip Intel, ARM, dan AMD. (asj/rou)",fact
"Situs Diacak-acak Hacker, Ini Kata Kadishub DKI","Situs Dinas Perhubungan DKI Jakarta diretas oleh hacker. Belum diketahui siapa peretas situs beralamat dishub.jakarta.go.id ini. Pantauan detikINET, Minggu (28/1/2018), hingga pukul 22.30 WIB, situs itu masih diretas. Terdapat gambar orang bertopeng Guy Fawkes di situ dishub.jakarta.go.id tersebut.  Topeng Guy Fawkes pernah terkenal di film 'V For Vendetta'. Guy Fawkes merupakan tokoh perubahan atau simbol perlawanan asal Inggris. Di bawah foto Guy Fawkes, terdapat pesan dari peretas. Belum diketahui maksud pesan dari peretas itu. ""Message: Bocah gausah banyak gaya, sindir dikit baper,"" demikian tulisan tersebut. Di bawah message itu terdapat nama-nama yang disematkan di situs yang berlatar belakang hitam itu. Apakah nama itu merupakan akun anonymous peretas atau bukan, belum diketahui juga. Beberapa nama yang ditulis adalah: Con7ext, Monkey B Luffy, Maestro 404, Introver7_tersakiti, Skeptix, Singleattacker, Hunterhost, Shadow 207 dan lainnya. Kadishub DKI Jakarta, Andri Yansyah, mengatakan pihaknya sudah tahu peretasan tersebut. Namun dia belum tahu siapa hacker usil tersebut. ""Sedang kita lacak,"" ucap Andri singkat saat dikonfirmasi. (rvk/rou)",fact
"Hacker Bobol Bursa Saham Bitcoin Jepang Rp 7,1 Triliun","Tokyo - Coincheck, bursa mata uang virtual ala Bitcoin di Jepang, kehilangan 523 juta koin NEM (cryptocurrency Jepang) senilai 58 miliar yen atau sekitar Rp 7,1 triliun. Sebanyak 523 juta koin NEM ini diketahui diketahui terkirim ke akun lain pada Sabtu (27/1) pukul 3.00 pagi waktu setempat.  Dikutip detikINET dari CNBC, Minggu (28/1/2018), Coincheck menangani sekitar 6% perdagangan NEM. Berdasarkan data CryptoCompare, Coincheck berada di urutan keempat pangsa pasar cryptocurrency. Berkenaan dengan kejadian ini, Coincheck untuk sementara membatasi penarikan semua mata uang, termasuk yen, dan perdagangan cryptocurrency selain Bitcoin, sambil melakukan penyelidikan.  Pembobolan Coincheck menjadi peringatan bagi bursa mata uang virtual lainnya agar lebih ketat dan berhati-hati. Sebelumnya, hal serupa menimpa bursa cryptocurrency asal Korea Selatan. Beberapa waktu lalu, Youbit kehilangan 17% dari aset digital miliknya. Tak lama kemudian, Yapian, perusahaan induknya, mendaftarkan status perusahaannya bangkrut. Kasus lebih parah dialami Gox yang mendaftarkan bangkrut pada 2014. Bursa cryptocurrency yang berbasis di Tokyo, Jepang ini kehilangan 750 ribu koin Bitcoin milik penggunanya dan dan 100 ribu Bitcoin milik mereka sendiri. Saat itu, Gox adalah bursa Bitcoin terbesar. Analis Morgan Stanley memperkirakan, pada pertengahan Desember 2017, lebih dari USD 630 juta dalam bentuk Bitcoin digondol hacker. (rou/rou)",fact
Menkominfo: Setiap Hari Ada Jutaan Serangan Siber,"Proses pembentukan Badan Siber dan Sandi Negara (BSSN) terus dilakukan, terutama proses transisi berbagai instansi ke benteng pertahanan siber terbaru milik Indonesia tersebut. Mengingat serangan siber terus terjadi belakangan ini. BSSN sendiri diketahui merupakan penggabungan dari Lembaga Sandi Negara (Lemsaneg), Direktorat Keamanan Informasi Kementerian Kominfo, dan Indonesia Security Incident Response Team on Internet and Infrastructure (ID-SIRTII).   ""Teman-teman di staf, sudah bicara dan yang prioritas adalah ID-SIRTII. Transfer transisi ID-SIRTII dari Kominfo ke BSSN karena ID-SIRTII itu tidak boleh vakum. ID-SIRTII itu harus ada karena setiap hari ada jutaan (serangan siber) yang (dalam bentuk) malware, itu penting agar masyarakat kita bisa terproteksi,"" ujar Menteri Komunikasi dan Informatika (Menkominfo) Rudiantara di Jakarta, Kamis (18/1/2018). Berdasarkan laporan ID-SIRTII, sepanjang tahun kemarin, Indonesia digembur 205.502.159 serangan siber, di mana itu dilihat dari hasil pemantauan trafik anomali nasional dari Januari sampai November 2017. Dari semua jenis serangan, malware yang paling banyak menyerang keamanan internet Indonesia sebanyak 36.423.773 aktivitas. Maka dari itu, Menkominfo mengatakan ID-SIRTII harus tetap bekerja meski sedang proses perpindahan 'kepemilikan' dari Kominfo ke BSSN. Sampai saat ini, ID-SIRTII masih berada dibawah kendali Kominfo. ""(ID-SIRTII) yang mengkoordinasikan, mengidentifikasi kemungkinan ada serangan, terutama malware seperti WannaCry, Petya, itu harus ada ID-SIRTII dan tidak boleh vakum. Itu prioritas dan sekarang sudah dibicarakan di staf. Kalau teman-teman BSSN sudah siap, ya secepatnya,"" tuturnya. Mengenai kapan rampungnya proses transisi ini, Menkominfo mengatakan hal itu akan berlangsung paling lambat Mei 2018. ""Mei 2018 harus sudah selesai semua transisi. ID-SIRTII, dokumentasi, kalau ada orang dan sebagainya karena di Perpresnya satu tahun transisi,"" sebut pria yang disapa Chief RA ini. (rou/rou)",fact
