Case Number,Proceeding ID,Reserved Price (RM),Number of Properties in Auction,Auction Date/Time,Number of Auction,Deposit (Refundable),Address,Lot Number,Parcel Number,Storey Number,Building Number,State,Mukim,District,Coordinate GPS,Property Type,Land Title,Tenure,Built Up (Sf),Land Size (ft²),Land Size (m²),Reserved Area (Malay Reserve/Lot Bumi),Caveat,link,Document,Land Size (acre),Land Size (hectare)
NA-38-45-01/2024,1f64269e-dd8c-4722-9fcd-3d0c7cb302f4," RM 240,000.00",1,"17/04/2024, 11",1,"RM 24,000.00","NO. 68, JALAN NUSARI BAYU 1/2, NUSARI BAYU 1, 71950, BANDAR SRI SENDAYAN, Negeri Sembilan",Lot 1481 (dahulunya dikenali sebagai PT 4618),N/A,N/A,N/A,Negeri Sembilan,BANDAR SRI SENDAYAN,SEREMBAN,,Terrace,Building,Freehold,0,"1,399.000000",130.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45530,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=8fc4e512-d2a7-476d-af02-67fb33ef4bee&Inline=true,,
NA-38-53-01/2024,e517ae20-b0dd-45e0-b408-68ad7d45a7e6," RM 280,000.00",1,"17/04/2024, 11",1,"RM 28,000.00","NO. 306, JALAN SRI TELAWI 9, TAMAN BUKIT MARGOSA, PAROI, 70400, SEREMBAN, Negeri Sembilan",LOT NO. 30841,N/A,N/A,N/A,Negeri Sembilan,AMPANGAN,SEREMBAN,,Terrace,Building,Freehold,0,"2,422.000000",225.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45533,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=3e8859c3-6733-4f09-9db2-47ca5fb92a1b&Inline=true,,
NA-38-60-01/2024,ed8d7e0f-a686-4c7a-afba-dff1a5dcfb87," RM 460,000.00",1,"17/04/2024, 11",1,"RM 46,000.00","No. 221, Jalan Bunga Raya 35, Taman Tasik Jaya 2, 70400, Seremban, Negeri Sembilan",Lot 60587,N/A,N/A,N/A,Negeri Sembilan,Ampangan,Seremban,,Terrace,Building,Freehold,0,"1,980.560000",184.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45729,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=7bf9b251-70e5-438b-a4eb-018480f4fc7b&Inline=true,,
NA-38-71-01/2024,861a6ba6-7a8e-4530-abfa-c7e34919cebe," RM 480,000.00",1,"17/04/2024, 11",1,"RM 48,000.00","NO. 314, JALAN LAMAN DELFINA 2/6, LAMAN DELFINA, NILAI IMPIAN, 71800, NILAI, Negeri Sembilan",PT 2218,N/A,N/A,N/A,Negeri Sembilan,BANDAR NILAI UTAMA,SEREMBAN,,Terrace,Building,Freehold,0,"1,780.000000",165.400000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45727,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=1ce33f78-461d-4b51-b5cf-f43b2115370f&Inline=true,,
NA-38-75-01/2024,2cda3a85-02e5-4b6e-b735-707aa2e5563c," RM 256,500.00",1,"17/04/2024, 11",1,"RM 25,650.00","UNIT NO.B-2-16, BLOCK B, JALAN BUKIT CITRA 10/2, CITRA EMBUN, TAMAN BUKIT CITRA, 71700, MANTIN, Negeri Sembilan",LOT 52686,190,2,M2 MENARA B,Negeri Sembilan,SETUL,SEREMBAN,,Apartment,Building,Freehold,0,"1,033.000000",96.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45728,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=7fa3bbfc-81e0-41c4-b563-649d2cda0210&Inline=true,,
PA-38-956-12/2023,848828f5-6a13-46f0-9bbd-68a32c96d5e3," RM 288,000.00",1,"17/04/2024, 11",1,"RM 28,800.00","NO. 12A-08-3, AZURIA CONDO, JALAN LEMBAH PERMAI, 11200, 11200, TANJUNG BUNGAH, Pulau Pinang",LOT 4150,244,8,M3,Pulau Pinang,BANDAR TANJONG BUNGAH,TIMOR LAUT,,Apartment,Residential,Freehold,0,688.000000,64.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45523,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=5e1583e5-8c9e-462c-9ede-0384c51f12cb&Inline=true,,
PA-38-959-12/2023,dfc060a1-9153-4308-889f-ac44429ad9e9," RM 1,700,000.00",1,"17/04/2024, 11",1,"RM 170,000.00","Premises No. 725-X, Jalan Sungai Dua, 11700, Gelugor, Pulau Pinang",Lot No. 4558,N/A,N/A,N/A,Pulau Pinang,13,Timor Laut,,Semi-Detached,Building,Freehold,0,"3,089.000000",287.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/46303,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=2e0eacd7-cbaf-4b86-b52b-832bff773a03&Inline=true,,
PA-38-985-12/2023,2f3c571a-ef97-47f2-9eed-a6235673257a," RM 369,000.00",1,"17/04/2024, 11",1,"RM 36,900.00","UNIT NO. 5-6-42, THE OCEAN VIEW, LEBUH SUNGAI PINANG 1, 11600, GEORGETOWN, Pulau Pinang",LOT 397 SEKSYEN 8,221,6,M1,Pulau Pinang,BANDAR GEORGE TOWN,TIMOR LAUT,,Apartment,Building,Leasehold,0,871.880000,81.000000,N/A,KAVEAT PERSENDIRIAN ATAS PETAK OLEH MBSB BANK BERHAD PADA 11/09/2020,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45534,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=55afbec1-b3de-41f1-8eff-6b47c9b1e966&Inline=true,,
AA-38-128-01/2024,97431a65-22f9-46fb-aded-e1224e927ff7," RM 3,000,000.00",1,"17/04/2024, 11",1,"RM 300,000.00","Premis No.PT 16656, Jalan Marina Villa 1, Marina Island, 32200, Lumut, Perak",Lot 52575 (dahulu PT No. 16656),N/A,N/A,N/A,Perak,Lumut,Manjung,,Detached-House,Building,Freehold,"5,748","7,040.000000",654.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/46337,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=3b81ffa2-6d72-46b4-8f5a-9a2de84ae338&Inline=true,,
AA-38-13-01/2024,5ea794c8-be14-4b09-8cfa-841133b50fa7," RM 170,000.00",1,"17/04/2024, 11",1,"RM 17,000.00","No.209, Persiaran Pegoh Aman 2, Taman Desa Aman, 31500, Lahat, Perak",Lot. 151353 (dahulunya dikenali sebagai PT. 72325),N/A,N/A,N/A,Perak,Hulu Kinta,Kinta,,Terrace,Residential,Leasehold,0,"1,367.000000",127.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45995,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=3c53a97a-5a3b-4f5a-ac86-528af0a43665&Inline=true,,
AA-38-131-01/2024,b043660d-a482-47ba-b4e8-ed0acaeb2b75," RM 105,300.00",1,"17/04/2024, 11",1,"RM 10,530.00","NO. 22, JALAN CHENDERONG 2, TAMAN CHENDERONG JAYA, 31000, BATU GAJAH, Perak",No. Lot 301606 (dahulu dikenali sebagai No. PT 3082),N/A,N/A,N/A,Perak,Tanjong Tualang,Kinta,,Terrace,Building,Freehold,0,"1,399.310000",130.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/46338,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=6d1474c1-8259-4cce-9dc2-afad8e960c99&Inline=true,,
AA-38-132-01/2024,b93a2035-1aff-4710-ac39-3c7b12947bea," RM 80,000.00",1,"17/04/2024, 11",1,"RM 8,000.00","No. 76, Taman Bersatu, 32400, Ayer Tawar, Perak",Lot No. 31019,N/A,N/A,N/A,Perak,Sitiawan,Manjung,,Terrace,Building,Leasehold,0,775.000000,72.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/46342,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=3521691e-ba5e-4b03-aa4c-115600822af6&Inline=true,,
AA-38-135-01/2024,f0a72bdd-68dc-44ea-b3a3-250bc4b250be," RM 240,000.00",1,"17/04/2024, 11",1,"RM 24,000.00","NO. 30, PERSIARAN BUNTONG JAYA 13, TAMAN BUNTONG JAYA, 30100, IPOH, Perak",LOT 98910,N/A,N/A,N/A,Perak,MUKIM HULU KINTA,KINTA,,Terrace,Building,Leasehold,0,"2,239.000000",208.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/46344,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=bfef693b-bf8c-4e8e-8142-5f32a219766c&Inline=true,,
AA-38-137-01/2024,b37a9e40-68af-4a47-aa75-d9d3e8b381bf," RM 126,000.00",1,"17/04/2024, 11",1,"RM 12,600.00","NO. 25, JALAN SERI CAHAYA, TAMAN SERI CAHAYA, 31000, BATU GAJAH, Perak",173649,N/A,N/A,N/A,Perak,SUNGAI TERAP,KINTA,,Terrace,Building,Freehold,0,"1,195.000000",111.000000,N/A,KAVEAT PERSENDIRIAN ATAS TANAH NO PERSERAHAN 00B9765/2021 OLEH AFFIN  ISLAMIC BANK BERHAD.,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/46346,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=3770f793-8926-48fd-a90e-33c69104c8fa&Inline=true,,
AA-38-138-01/2024,ce0f1336-88ea-445a-9ffd-dfb66134590b," RM 130,000.00",1,"17/04/2024, 11",1,"RM 13,000.00","56A, PERSIARAN UTUSAN, TAMAN PUSING UTUSAN, 31000, BATU GAJAH, Perak",LOT 315728,N/A,N/A,N/A,Perak,SUNGAI TERAP,KINTA,,Town House,Building,Leasehold,0,818.000000,76.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/46347,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=76feb4c7-16d0-4887-a628-804941dbcc0c&Inline=true,,
AA-38-141-01/2024,6031101d-4d89-4b0f-b49d-b00c34cf1055," RM 250,000.00",1,"17/04/2024, 11",1,"RM 25,000.00","PT 179, Jalan Gagah, RPT Serdang Permai, 31300, Kampung Kepayang, Perak",Lot 117899,N/A,N/A,N/A,Perak,Sungai Raya,Kinta,,Semi-Detached,Building,Leasehold,0,"5,403.480000",502.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/46349,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=1eca2914-b2d2-4152-9791-46386cdd6cd8&Inline=true,,
AA-38-142-01/2024,08d8e3bc-c131-4bac-ae32-72ed10630eaa," RM 180,000.00",1,"17/04/2024, 11",1,"RM 18,000.00","No. 121, Jalan Residen 8/4, Residen 8, Bandar Baru Setia Awam Perdana, 32000, Sitiawan, Perak",PT 49911,N/A,N/A,N/A,Perak,Sitiawan,Manjung,,Terrace,Building,Freehold,0,"1,302.000000",121.000000,Tanah Simpanan Melayu,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/46350,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=3c802ba0-8493-47b1-af5c-68320f41885a&Inline=true,,
AA-38-144-01/2024,d3289442-37e6-470d-867c-18f1de045b89," RM 180,000.00",1,"17/04/2024, 11",1,"RM 18,000.00","No 57, Laluan Permai 6, Taman Bemban Permai, 31000, Batu Gajah, Perak",PT 43310,N/A,N/A,N/A,Perak,Sungai Terap,Kinta,,Terrace,Building,Leasehold,0,"1,400.000000",130.100000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/46351,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=23b5c1a9-3957-4b08-a8f4-bb50246ca8cd&Inline=true,,
AA-38-152-01/2024,2c7b6deb-9bb8-499a-8b46-13b09efafaf0," RM 235,000.00",1,"17/04/2024, 11",1,"RM 23,500.00","No.248, Lorong Intan 12, Taman Intan Mas, 36000, Teluk Intan, Perak",Lot 22625 (dahulu No.PT 12464),N/A,N/A,N/A,Perak,Durian Sebatang,Hilir Perak,,Terrace,Building,Leasehold,"1,240","1,302.000000",121.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/46359,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=d2f2cac1-6dde-4e00-9096-6b4d49fd5857&Inline=true,,
AA-38-16-01/2024,0cee9fb1-154e-4667-8a75-4eeff5d00f5f," RM 144,000.00",1,"17/04/2024, 11",1,"RM 14,400.00","No. 133, Jalan Mesra 11, Taman Mesra Rakyat, 31900, Kampar, Perak",Lot 304649,N/A,N/A,N/A,Perak,Kampar,Kampar,,Semi-Detached,Residential,Leasehold,0,"1,701.000000",158.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45899,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=5825a038-403b-42fe-b1f2-a0e4e075f3d1&Inline=true,,
AA-38-165-01/2024,a8cfad08-a51d-48a8-acf0-83b205c26702," RM 270,000.00",1,"17/04/2024, 11",1,"RM 27,000.00","No. 350, Jalan Perak 11, Taman Perak Mewah, 31900, Kampar, Perak",123505,N/A,N/A,N/A,Perak,Kampar,Kinta,,Terrace,Building,Leasehold,0,"1,399.000000",130.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/46352,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=cc74e2a8-e0ce-4cd2-be18-22f2a40df6ef&Inline=true,,
AA-38-167-01/2024,8d67d015-0b31-450d-b1e7-f5829fa33eba," RM 238,000.00",1,"17/04/2024, 11",1,"RM 23,800.00","No 21, Jalan Chemor Megah 2, Desa Chemor Megah, 31200, Chemor, Perak",PT 271634,N/A,N/A,N/A,Perak,Hulu Kinta,Kinta,,Terrace,Building,Leasehold,0,"1,200.000000",111.500000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/46354,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=091c0eee-5042-493f-8323-21540aa3d480&Inline=true,,
AA-38-168-01/2024,49a01ce8-0e8f-4857-a860-977518a226fa," RM 200,000.00",1,"17/04/2024, 11",1,"RM 20,000.00","No 3, Lorong Harilela, Taman Harilela, 31350, Ipoh, Perak",Lot 63697,N/A,N/A,N/A,Perak,Hulu Kinta,Kinta,,Terrace,Building,Freehold,0,"1,540.000000",143.070000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/46356,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=29bed821-2b63-4b06-ad9c-d733a0703dd6&Inline=true,,
AA-38-1826-10/2023,c6e26fcc-e631-47d3-bf40-5e91c5e13e1b," RM 150,000.00",1,"17/04/2024, 11",1,"RM 15,000.00","No. 21, Jalan Chenderong 1, Taman Chenderong Jaya, 31000, Batu Gajah, Perak",LOT 301567,N/A,N/A,N/A,Perak,Tanjong Tualang,Kinta,,Terrace,Residential,Freehold,82,"1,399.000000",130.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45900,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=6d08b247-1df5-4fd1-a1fb-849dbeb5e46f&Inline=true,,
AA-38-19-01/2024,a37e920c-0856-4b25-bec0-c17bca6f67af," RM 220,000.00",1,"17/04/2024, 11",1,"RM 22,000.00","NO. 6, PERSIARAN JELAPANG 1, TAMAN SILIBIN, 30100, IPOH, Perak",LOT 74469,N/A,N/A,N/A,Perak,HULU KINTA,KINTA,,Terrace,Residential,Leasehold,"1,300","1,539.000000",143.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45948,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=416d2204-c565-4698-ba2f-1725e0f8760a&Inline=true,,
AA-38-2050-11/2023,10e11839-a453-4bf8-8554-a97e2503412c," RM 350,000.00",1,"17/04/2024, 11",1,"RM 35,000.00","No. 10, Hala Bandar Baru Tambun 8, Bandar Baru Tambun, 31400, Ipoh, Perak",Lot 96144,N/A,N/A,N/A,Perak,Hulu Kinta,Kinta,,Terrace,Building,Leasehold,0,"1,647.000000",153.000000,N/A,Kaveat Persendirian oleh Public Bank Berhad melalui No. Perserahan 00B13241/2018 didaftarkan pada 28 Ogos 2018,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44234,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=4465b61d-1eb9-43cc-8e9a-ad8aa9bb726b&Inline=true,,
AA-38-2179-11/2023,2d03d2a1-c81c-4069-bdd0-ed30224b6830," RM 423,000.00",1,"17/04/2024, 11",1,"RM 42,300.00","No 40, Jalan Sungai Wangi, Medan Sungai Wangi, 32000, Sitiawan, Perak",PT 38362,N/A,N/A,N/A,Perak,Mukim Sitiawan,Manjung,,ShopOffice,Commercial,Freehold,0,"1,873.000000",174.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/46142,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=b0324771-e87e-426b-9a93-d69ea1ecdafc&Inline=true,,
AA-38-23-01/2024,b1421668-1045-4dd1-b759-35af13ef2114," RM 370,000.00",1,"17/04/2024, 11",1,"RM 37,000.00","NO. 146, LORONG EMAS 2/2, TAMAN EMAS II KG CHINA, 32000, SITIAWAN, Perak",LOT 44730 (dahulunya dikenali sebagai PT 25662),N/A,N/A,N/A,Perak,SITIAWAN,MANJUNG,,Terrace,Residential,Freehold,900,"3,369.000000",313.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45949,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=98b2066d-a418-44d0-b48d-19564e6ca80c&Inline=true,,
AA-38-2316-12/2023,bd598981-a1d2-45fc-8473-5ee703434d4b," RM 198,000.00",1,"17/04/2024, 11",1,"RM 19,800.00","No. 8, Lahat Permai 3, Taman Lahat Permai, 31500, Lahat, Perak",369990,N/A,N/A,N/A,Perak,Hulu Kinta,Kinta,,Terrace,Residential,Leasehold,0,"1,195.000000",111.000000,N/A,"Kaveat Persendirian Atas Tanah oleh Alliance Islamic Bank Berhad, didaftarkan pada 29 Ogos 2019",https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45947,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=23d81d2b-18b6-49fd-8746-c2cafb937aba&Inline=true,,
AA-38-2373-12/2023,1881e389-4573-496f-9e69-0f0e8cc4bbea," RM 144,000.00",1,"17/04/2024, 11",1,"RM 14,400.00","No. 1086, Laluan Kledang  4/5, Taman Kledang, 31100, Sungai Siput (U), Perak",Lot 24526,N/A,N/A,N/A,Perak,Mukim Sungai Siput,Daerah Kuala Kangsar,,Terrace,Residential,Leasehold,900,"1,195.000000",111.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45946,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=8efdd038-4a0f-4012-810f-af606b1a75f7&Inline=true,,
AA-38-2379-12/2023,a9f7b03a-63f7-47c3-933b-505249c66425," RM 290,000.00",1,"17/04/2024, 11",1,"RM 29,000.00","NO 104, JALAN SERI MELUR 4, TAMAN SERI MELUR, 32400, 32400, AYER TAWAR, Perak",LOT 53097,N/A,N/A,N/A,Perak,MUKIM SITIAWAN,MANJUNG,,Terrace,Residential,Freehold,0,"2,066.000000",121.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44977,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=7c3d6d3b-57a4-4b8d-a0f7-b77003b4f12c&Inline=true,,
AA-38-2399-12/2023,890df103-d0ac-421e-8d57-04acb7ed94d4," RM 145,800.00",1,"17/04/2024, 11",1,"RM 14,580.00","NO. 1518, TAMAN SAMUDERA, 32040, SERI MANJUNG, Perak",LOT 8486,N/A,N/A,N/A,Perak,LUMUT,MANJUNG,,Terrace,Residential,Leasehold,0,"1,098.000000",102.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45896,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=9783c0d6-8d66-46c1-88ac-ed1f3bcbdd4a&Inline=true,,
AA-38-2400-12/2023,19610374-67a0-40e9-82f6-709414931289," RM 180,000.00",1,"17/04/2024, 11",1,"RM 18,000.00","NO. 7, JALAN SARI 2, TAMAN GERBANG SIPUTEH SARI, 31560, SIPUTEH, Perak",LOT 301835,N/A,N/A,N/A,Perak,BELANJA,KINTA,,Terrace,Building,Leasehold,"1,180","1,399.000000",130.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45254,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=89d9417f-d0dd-4a46-85d3-1f425e792595&Inline=true,,
AA-38-2403-12/2023,77f56a8c-8223-46e0-b020-30a3e11dab18," RM 340,000.00",1,"17/04/2024, 11",1,"RM 34,000.00","No.14, Jalan Chepor Idaman 14, Taman Chepor Idaman, 31200, Chemor, Perak",PT 277876,N/A,N/A,N/A,Perak,Hulu Kinta,Kinta,,Terrace,Residential,Freehold,0,"1,170.000000",108.700000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45897,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=215365d1-fee4-4ca6-af0d-f4cd90f239fc&Inline=true,,
AA-38-2410-12/2023,866b23bc-d9ad-4e76-9792-7745c7dfb55b," RM 364,500.00",1,"17/04/2024, 11",1,"RM 36,450.00","NO. 2014, PERSIARAN PUTRI 16/1, TAMAN CHANDAN PUTRI, 33000, KUALA KANGSAR, Perak",LOT NO. PT6345,N/A,N/A,N/A,Perak,SAYUNG,KUALA KANGSAR,,Semi-Detached,Building,Freehold,281,"3,025.000000",281.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45223,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=b7570c4c-4b6a-4640-b977-8fcf20f44dd0&Inline=true,,
AA-38-243-02/2024,72ec85da-5c00-40c6-8282-55d9383a4ade," RM 202,500.00",1,"17/04/2024, 11",1,"RM 20,250.00","NO. 50, JALAN BANDAR U 40, BANDAR UNIVERSITI, 32610, SERI ISKANDAR, Perak",LOT 21312,N/A,N/A,N/A,Perak,BOTA,PERAK TENGAH,,Terrace,Residential,Leasehold,0,"1,561.000000",145.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45898,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=a90e8a17-c1ab-41a9-9e7b-9d778d722580&Inline=true,,
AA-38-43-01/2024,8fb1310e-855e-455d-8684-d42241c9272a," RM 162,000.00",1,"17/04/2024, 11",1,"RM 16,200.00","61, HALA KLEBANG RESTU 12, MEDAN KLEBANG RESTU, 31200, CHEMOR, Perak",LOT 336061,N/A,N/A,N/A,Perak,HULU KINTA,KINTA,,Terrace,Residential,Freehold,0,"1,195.000000",111.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45994,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=106c64d1-a3ef-44ad-a055-690a88528ed2&Inline=true,,
AB-38-19-01/2024,72576738-0fb7-474a-8bc0-3588afe987c4," RM 120,000.00",1,"17/04/2024, 11",1,"RM 12,000.00","NO. 820, LALUAN KLEDANG 3/2, TAMAN KLEDANG, 31100, SUNGAI SIPUT (U), Perak",Lot 24260,N/A,N/A,N/A,Perak,Sungai Siput,Kuala Kangsar,,Terrace,Building,Leasehold,0,"1,399.000000",130.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/46363,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=95be297e-373c-4e60-90af-7325ff2a90d0&Inline=true,,
AB-38-21-01/2024,41b97939-86e8-46fa-afdc-a3ebf9c0bde8," RM 54,000.00",1,"17/04/2024, 11",1,"RM 5,400.00","LOT 10425, BUKIT MERAH LAKE TOWN, SIMPANG EMPAT, 34000, GUNONG SEMANGGOL, Perak",Lot 10425,N/A,N/A,N/A,Perak,Gunong Semanggol,Kerian,,Land,Building,Leasehold,0,,,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/46365,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=1bec56e1-f18c-4b95-93d0-2e1d92bcfb61&Inline=true,0.130000,0.050000
KB-38-1129-12/2023,9c6ad488-9e58-4b2f-aea2-f6137867acb3," RM 67,500.00",1,"18/04/2024, 09",1,"RM 6,750.00","No. 374,, Lorong Sena 3C/3, Taman Sena, 09010, Bagan Sena, Kedah",PT 204,N/A,N/A,N/A,Kedah,Bagan Sena,Kulim,,Terrace,Building,Freehold,0,"1,250.000000",116.000000,Rezab Melayu,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45885,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=ea777ce9-c9c5-4908-88db-2f34602fb265&Inline=true,,
KB-38-1133-12/2023,03dd4da7-b94d-49af-9624-fb8a16ba287f," RM 160,000.00",1,"18/04/2024, 09",1,"RM 16,000.00","NO. 169A, JALAN BUJANG INDAH 1/1, TAMAN LEMBAH BUJANG INDAH, 08100, BEDONG, Kedah",PT 1071,N/A,N/A,N/A,Kedah,BANDAR MERBUK,KUALA MUDA,,Terrace,Building,Freehold,980,"1,400.000000",130.000000,PENGISYTIHARAN REZAB MELAYU,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45887,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=1cf19d3f-2a7e-4176-9ca6-1653b863adcc&Inline=true,,
KB-38-1135-12/2023,34925365-0ffb-46b7-a431-0c4848be2486," RM 125,000.00",1,"18/04/2024, 09",1,"RM 12,500.00","No. 10, Lorong Jati 32-B, Taman Bandar Baru, 08100, Sungai Lalang, Kedah",11889,N/A,N/A,N/A,Kedah,Sungai Petani,Kuala Muda,,Terrace,Residential,Freehold,0,85.470000,111.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45935,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=a5439717-b863-43b7-b94b-90ed7de67b27&Inline=true,,
KB-38-1137-12/2023,3424c46d-274d-403b-9a5f-f1ce72fe3398," RM 165,000.00",1,"18/04/2024, 09",1,"RM 16,500.00","NO. 188, JALAN KEMBOJA 31/B, BANDAR AMANJAYA, 08000, SUNGAI PETANI, Kedah",PT 26572,N/A,N/A,N/A,Kedah,BANDAR AMANJAYA,KUALA MUDA,,Terrace,Building,Freehold,812,"1,400.000000",130.100000,LOT UNTUK ORANG MELAYU,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45886,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=7ab4fb2f-281f-4786-944a-91fca92f8bb8&Inline=true,,
